node,name,genome-encoded,schemaClass,reference gene
TRIM4,TRIM4 [cytosol],True,EntityWithAccessionedSequence,TRIM4
TRIM25,TRIM25 [cytosol],True,EntityWithAccessionedSequence,TRIM25
RNF135,RNF135 [cytosol],True,EntityWithAccessionedSequence,RNF135
R-HSA-168906,2x DDX58 ligand:2x DDX58:2xATP [cytosol],False,Complex,None
R-ROT-9013911,RV RNA [cytosol],False,GenomeEncodedEntity,None
R-HCV-9013887,5'-ppp poly-U/UC RNA variants [cytosol],False,GenomeEncodedEntity,None
DDX58,DDX58 [cytosol],True,EntityWithAccessionedSequence,DDX58
DHX58,DHX58 [cytosol],True,EntityWithAccessionedSequence,DHX58
R-HSA-936557,ISG15:DDX58 conjugate [cytosol],False,Complex,None
R-HER-8982066,HSV1 dsDNA [cytosol],False,GenomeEncodedEntity,None
R-ALL-1964477,5'-ppp-AU-rich dsRNA [cytosol],False,OtherEntity,None
R-HGA-9013852,EBV dsDNA [cytosol],False,GenomeEncodedEntity,None
R-LPN-9013849,L.pneumophila dsDNA [cytosol],False,GenomeEncodedEntity,None
R-HSA-975137,p-IRAK2:oligo-TRAF6 [endosome membrane],False,Complex,None
R-HSA-975108,TRAF6:p-IRAK2 [endosome membrane],False,Complex,None
R-HSA-975182,TRAF6:hp-IRAK1/or p-IRAK2:p-IRAK4:oligo-MyD88:activated TLR7/8 or 9 [endosome membrane],False,Complex,None
R-HSA-975159,"p-S,2T-IRAK4:oligo-MyD88:activated TLR7/8 or 9 receptor [endosome membrane]",False,Complex,None
R-HSA-975126,hp-IRAK1/or p-IRAK2 :TRAF6 [endosome membrane],False,Complex,None
R-HSA-975178,hp-IRAK1 or p-IRAK2 bound to the pIRAK4:MyD88:activated TLR7/8 or 9 complex [endosome membrane],False,Complex,None
R-HSA-975133,p-IRAK2:p-IRAK4:oligo-MyD88:activated TLR 7/8 or9 [endosome membrane],False,Complex,None
R-HSA-975146,"IRAK2:p-S,2T-IRAK4:oligo-MyD88:activated TLR 7/8 or9 [endosome membrane]",False,Complex,None
R-HSA-975113,"IRAK1/or IRAK2 :p-S,2T-IRAK4:oligo-MyD88:activated TLR 7/8 or 9 [endosome membrane]",False,Complex,None
R-HSA-975183,IRAK4:oligo-MyD88:activated TLR 7/8 or 9 [endosome membrane],False,Complex,None
R-HSA-975114,oligo-MyD88:activated TLR7-9 [endosome membrane],False,Complex,None
R-HSA-975124,MyD88 complexed with the activated TLR receptor [endosome membrane],False,Complex,None
R-HSA-1679087,C-ter TLR9 dimer:unmethylated CpG DNA [endosome membrane],False,Complex,None
R-HSA-188132,"C-ter TLR7 dimer:TLR7, TLR8 ligands [endosome membrane]",False,Complex,None
R-ALL-167913,Unmethylated CpG DNA [endosome membrane],False,OtherEntity,None
R-HSA-1679581,C-ter-TLR9 dimer [endosome membrane],False,Complex,None
R-HSA-187897,EEA1:EEA1 [endosome membrane],False,Complex,None
R-HSA-188168,FL-TLR7 dimer [endolysosome membrane],False,Complex,None
R-HSA-1678924,C-ter TLR7 dimer [endolysosome membrane],False,Complex,None
R-HSA-1678956,C-ter-TLR9 dimer [endolysosome membrane],False,Complex,None
R-HSA-1679073,FL-TLR9 dimer [endolysosome membrane],False,Complex,None
R-ALL-9631150,H+ [endolysosome lumen],False,SimpleEntity,None
R-HSA-1679067,intracellular TLR:UNC93B1 [Golgi membrane],False,Complex,None
R-HSA-188165,TLR8 dimer [endolysosome membrane],False,Complex,None
UNC93B1,UNC93B1 [Golgi membrane],True,EntityWithAccessionedSequence,UNC93B1
R-HSA-1678926,intracellular TLR:UNC93B1 [endoplasmic reticulum membrane],False,Complex,None
R-HSA-1678978,FL-TLR9 dimer [endoplasmic reticulum membrane],False,Complex,None
R-HSA-1678995,FL-TLR7 dimer [endoplasmic reticulum membrane],False,Complex,None
R-HSA-1678913,FL-TLR8 dimer [endoplasmic reticulum membrane],False,Complex,None
R-HSA-1679076,ATP-bound Gp96 dimer:CNPY3:TLR7/8/9 [endoplasmic reticulum membrane],False,Complex,None
CNPY3,CNPY3 [endoplasmic reticulum lumen],True,EntityWithAccessionedSequence,CNPY3
R-ALL-211606,ADP [endoplasmic reticulum membrane],False,SimpleEntity,None
R-HSA-1678941,Apo-GP96 dimer [endoplasmic reticulum lumen],False,Complex,None
R-ALL-211579,ATP [endoplasmic reticulum membrane],False,SimpleEntity,None
TLR9,TLR9 [endoplasmic reticulum membrane],True,EntityWithAccessionedSequence,TLR9
TLR7,TLR7 [endoplasmic reticulum membrane],True,EntityWithAccessionedSequence,TLR7
TLR8,TLR8 [endoplasmic reticulum membrane],True,EntityWithAccessionedSequence,TLR8
R-COV-9754729,SARS-CoV-2 GU-rich ssRNA [endosome lumen],False,GenomeEncodedEntity,None
R-HSA-9691207,"TLR8 dimer:TLR7,TLR8 ligands [endosome membrane]",False,Complex,None
R-FLU-9684905,Influenza GU-rich ssRNA [endosome lumen],False,GenomeEncodedEntity,None
R-COV-9684906,SARS-CoV-1 GU-rich ssRNA [endosome lumen],False,GenomeEncodedEntity,None
R-HIV-9684900,HIV1 GU-rich ssRNA [endosome lumen],False,GenomeEncodedEntity,None
R-ALL-188127,IMIQ [endosome lumen],False,SimpleEntity,None
R-ALL-188126,R-848 [endosome lumen],False,SimpleEntity,None
R-HSA-1679576,TLR8 dimer [endosome membrane],False,Complex,None
R-HSA-1679575,C-ter TLR7 dimer [endosome membrane],False,Complex,None
R-HSA-975107,"p-3S,3T-IRAK1:p-S,2T-IRAK4:oligo-MyD88:activated TLR7/8 or 9 [endosome membrane]",False,Complex,None
R-HSA-975161,pp-IRAK1:p-IRAK4:oligo-MyD88:activated TLR 7/8 or 9 complex [endosome membrane],False,Complex,None
R-HSA-975130,p-IRAK1:p-IRAK4:oligo-MyD88:activated TLR7/8 or 9 complex [endosome membrane],False,Complex,None
R-HSA-975132,"IRAK1:p-S,2T-IRAK4 :oligo-MyD88:activated TLR 7/8 or 9 [endosome membrane]",False,Complex,None
R-HSA-975164,p-IRAK2:K63-linked pUb oligo-TRAF6 [endosome membrane],False,Complex,None
R-HSA-450262,p-2S-cJUN:p-2T-ATF2 [nucleoplasm],False,Complex,None
R-HSA-450241,"p-p38 MAPK: p-S272,T222,T334-MAPKAPK2, p-S,2T-MAPKAPK3 [cytosol]",False,Complex,None
R-HSA-937030,CHUK:IKBKB:IKBKG:K63pUb-RIP1:TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane],False,Complex,None
SARM1,SARM-1 [cytosol],True,EntityWithAccessionedSequence,SARM1
IL36RN,IL36RN [extracellular region],True,EntityWithAccessionedSequence,IL36RN
R-HSA-8940997,"IL36RN,IL1F10:IL1RL2 [plasma membrane]",False,Complex,None
IL1F10,IL1F10 [extracellular region],True,EntityWithAccessionedSequence,IL1F10
IL1RL2,IL1RL2 [plasma membrane],True,EntityWithAccessionedSequence,IL1RL2
R-HSA-8848321,IL36:IL1RL2 [plasma membrane],False,Complex,None
IL36G,IL36G [extracellular region],True,EntityWithAccessionedSequence,IL36G
IL36A,IL36A [extracellular region],True,EntityWithAccessionedSequence,IL36A
IL36B,IL36B [extracellular region],True,EntityWithAccessionedSequence,IL36B
R-HSA-8848318,IL36:IL1RL2:IL1RAP-1 [plasma membrane],False,Complex,None
R-HSA-9007902,IL1F10:IL1RL2 [plasma membrane],False,Complex,None
IL1RAPL1,IL1RAPL1 [plasma membrane],True,EntityWithAccessionedSequence,IL1RAPL1
R-HSA-9007912,IL1F10:IL1RAPL1 [plasma membrane],False,Complex,None
R-HSA-9007909,IL1F10(?-152):IL1RAPL1 [plasma membrane],False,Complex,None
R-HSA-9008597,"IL18R1:IL37,IL37(?-218):SIGIRR [plasma membrane]",False,Complex,None
R-HSA-8848514,"IL18R1:IL37,IL37(?-218) [plasma membrane]",False,Complex,None
IL37,IL37 [extracellular region],True,EntityWithAccessionedSequence,IL37
IL18R1,IL18R1 [plasma membrane],True,EntityWithAccessionedSequence,IL18R1
R-HSA-9012554,IL37(1-?):IL37(?-218):CASP1(120-197):CASP1(317-404) [cytosol],False,Complex,None
R-HSA-9012553,IL37:2x(CASP1(120-197):CASP1(317-404)) [cytosol],False,Complex,None
IL18BP,IL18BP [extracellular region],True,EntityWithAccessionedSequence,IL18BP
R-HSA-9008615,"IL18BP:IL37,IL37(?-218) [extracellular region]",False,Complex,None
R-HSA-9009901,"IL37(?-218):p-S423,S425-SMAD3 [cytosol]",False,Complex,None
R-HSA-9009912,"IL37(?-218):p-S423,S425-SMAD3 [nucleoplasm]",False,Complex,None
SMAD3,"p-S423,S425-SMAD3 [cytosol]",True,EntityWithAccessionedSequence,SMAD3
PTPN20,PTPN20 gene [nucleoplasm],True,EntityWithAccessionedSequence,PTPN20
PTPN14,PTPN14 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN14
PTPN13,PTPN13 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN13
PTPN7,PTPN7 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN7
PTPN23,PTPN23 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN23
PTPN4,PTPN4 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN4
PTPN2,PTPN2 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN2
PTPN18,PTPN18 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN18
PTPN6,PTPN6 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN6
PTPN5,PTPN5 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN5
PTPN9,PTPN9 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN9
PTPN12,PTPN12 [nucleoplasm],True,EntityWithAccessionedSequence,PTPN12
R-HSA-9008698,IL37(?-218):SMAD3 [cytosol],False,Complex,None
R-HSA-8848366,IL18:IL18R1 [plasma membrane],False,Complex,None
R-HSA-8848369,IL18BP:IL18 [extracellular region],False,Complex,None
ALOX5,ALOX5 [cytosol],True,EntityWithAccessionedSequence,ALOX5
IL18RAP,IL18RAP [plasma membrane],True,EntityWithAccessionedSequence,IL18RAP
R-HSA-8848398,IL18:IL18R1:IL18RAP [plasma membrane],False,Complex,None
TIRAP,TIRAP [cytosol],True,EntityWithAccessionedSequence,TIRAP
R-HSA-166867,MEKK1:activated TRAF6 [cytosol],False,Complex,None
ECSIT,ECSIT [cytosol],True,EntityWithAccessionedSequence,ECSIT
R-HSA-937040,p-Pellino:hp-IRAK1:TRAF6 [plasma membrane],False,Complex,None
R-HSA-937020,TRAF6:hp-IRAK1:Pellino [plasma membrane],False,Complex,None
R-HSA-937043,K63-linked polyUb p-IRAK1:TRAF6 [cytosol],False,Complex,None
R-HSA-937038,TRAF6:K63-linked polyUb p-IRAK1:IKK complex [cytosol],False,Complex,None
R-HSA-937028,"IRAK2:p-S,2T-IRAK4:oligo-MyD88:Mal:activated TLR [plasma membrane]",False,Complex,None
R-HSA-937055,p-IRAK2:p-IRAK4:oligo-MyD88:TIRAP:activated TLR [plasma membrane],False,Complex,None
R-HSA-2262774,TRAF6:p-IRAK2 :p-IRAK4:oligo-MyD88:TIRAP:activated TLR [plasma membrane],False,Complex,None
R-HSA-1671696,PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer:p-STAT5 [plasma membrane],False,Complex,None
R-HSA-1369095,PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2:STAT5 [plasma membrane],False,Complex,None
STAT5A,STAT5A [cytosol],True,EntityWithAccessionedSequence,STAT5A
STAT5B,STAT5B [cytosol],True,EntityWithAccessionedSequence,STAT5B
R-HSA-1369125,PRLR ligands:p-Y611-PRLR:p-Y1007-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1671683,PRLR ligands:Activated PRLR:p-Y1007-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1168856,Growth Hormone: Activated Growth Hormone Receptor- p(Y1007)-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-976956,PRLR ligands:Activated PRLR:JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1168384,Growth Hormone: Activated Growth Hormone Receptor-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1675475,PRLR ligands:Activated PRLR:JAK2 dimer:SH2B1 beta [plasma membrane],False,Complex,None
R-HSA-982813,Growth Hormone: Growth Hormone Receptor-JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-982764,Growth Hormone Receptor-JAK2 dimer [plasma membrane],False,Complex,None
GH2,GH2 [extracellular region],True,EntityWithAccessionedSequence,GH2
GH1,GH1 [extracellular region],True,EntityWithAccessionedSequence,GH1
R-HSA-982774,Growth Hormone Receptor:JAK2 [plasma membrane],False,Complex,None
R-HSA-1362481,GHBP:GHR [plasma membrane],False,Complex,None
GHR,GHR(19-638) [plasma membrane],True,EntityWithAccessionedSequence,GHR
R-HSA-1671652,PRLR ligands:PRLR:JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1364076,PRLR:JAK2 dimer [plasma membrane],False,Complex,None
R-HSA-1172022,Placental lactogen [extracellular region],False,Complex,None
PRL,PRL [extracellular region],True,EntityWithAccessionedSequence,PRL
R-HSA-1369085,PRLR ligands:p-S349- PRLR:JAK2 dimer:SCF beta-TrCP complex [plasma membrane],False,Complex,None
R-HSA-1302663,PRLR:JAK2 [plasma membrane],False,Complex,None
PRLR,PRLR [plasma membrane],True,EntityWithAccessionedSequence,PRLR
R-HSA-188015,PI3K class III [cytosol],False,Complex,None
R-HSA-188017,activated TLR9:PI3K class III [cytosol],False,Complex,None
RBSN,ZFYVE20 [endosome membrane],True,EntityWithAccessionedSequence,RBSN
PIK3R1,PIK3R1 [cytosol],True,EntityWithAccessionedSequence,PIK3R1
R-HSA-9607223,Active FLT3:GRB2:p-Y-GAB2:PIK3R1 [cytosol],False,Complex,None
R-HSA-9606627,Active FLT3:GRB2:p-Y-GAB2 [plasma membrane],False,Complex,None
R-HSA-9606619,Active FLT3:GRB2:GAB2 [plasma membrane],False,Complex,None
R-HSA-8854719,CSF3 dimer [extracellular region],False,Complex,None
R-HSA-6787729,CSF3 dimer:CSF3R [plasma membrane],False,Complex,None
CSF3R,CSF3R [plasma membrane],True,EntityWithAccessionedSequence,CSF3R
PTPRZ1,PTPRZ1 [plasma membrane],True,EntityWithAccessionedSequence,PTPRZ1
R-HSA-8981669,IL34 dimer:PTPRZ1 [plasma membrane],False,Complex,None
R-HSA-448628,IL34 dimer [extracellular region],False,Complex,None
IL16,IL16(1-1332) [cytosol],True,EntityWithAccessionedSequence,IL16
IL34,IL34 [extracellular region],True,EntityWithAccessionedSequence,IL34
STX4,STX4 [plasma membrane],True,EntityWithAccessionedSequence,STX4
R-HSA-9014081,TXLNA:STX4 [plasma membrane],False,Complex,None
TXLNA,TXLNA [cytosol],True,EntityWithAccessionedSequence,TXLNA
R-HSA-9009490,IL34:CSF1 [extracellular region],False,Complex,None
CSF1,CSF1 [extracellular region],True,EntityWithAccessionedSequence,CSF1
STX1A,STX1A [plasma membrane],True,EntityWithAccessionedSequence,STX1A
R-HSA-449116,TXLNA:STX1A [plasma membrane],False,Complex,None
R-HSA-9014068,"STXA1:SNAP25,STXBP2, VAMP2 [plasma membrane]",False,Complex,None
STX3,STX3 [plasma membrane],True,EntityWithAccessionedSequence,STX3
R-HSA-9014059,TXLNA:STX3 [plasma membrane],False,Complex,None
R-HSA-6787825,CSF1R:IL34 dimer [plasma membrane],False,Complex,None
CSF1R,CSF1R [plasma membrane],True,EntityWithAccessionedSequence,CSF1R
R-HSA-9009491,IL34:CSF1:CSF1R [plasma membrane],False,Complex,None
R-HSA-8854746,CSF3 dimer:2xCSF3R [plasma membrane],False,Complex,None
R-HSA-449069,CD4:IL16(1212-1332) [plasma membrane],False,Complex,None
CD4,CD4 [plasma membrane],True,EntityWithAccessionedSequence,CD4
IL32,IL32 [cytosol],True,EntityWithAccessionedSequence,IL32
R-HSA-448647,IL32:PRTN3 [cytosol],False,Complex,None
PRTN3,PRTN3 [cytosol],True,EntityWithAccessionedSequence,PRTN3
R-HSA-6784360,IL10RB:TYK2 [plasma membrane],False,Complex,None
R-HSA-448637,IFNL1:IFNLR1:JAK1:IL10RB:TYK2 [plasma membrane],False,Complex,None
R-HSA-8987216,IFNLR1:JAK1 [plasma membrane],False,Complex,None
IFNL1,IFNL1 [extracellular region],True,EntityWithAccessionedSequence,IFNL1
IFNLR1,IFNLR1 [plasma membrane],True,EntityWithAccessionedSequence,IFNLR1
TYK2,TYK2 [cytosol],True,EntityWithAccessionedSequence,TYK2
IL10RB,IL10RB [plasma membrane],True,EntityWithAccessionedSequence,IL10RB
R-HSA-9009553,IL34 dimer:SDC1 [plasma membrane],False,Complex,None
R-HSA-9009560,IL34 dimer:SDC1:CSF1R [plasma membrane],False,Complex,None
SDC1,SDC1 [plasma membrane],True,EntityWithAccessionedSequence,SDC1
LIMK1,p-T508-LIMK1 [cytosol],True,EntityWithAccessionedSequence,LIMK1
R-HSA-419632,pLIMK dimer:HSP-90 [cytosol],False,Complex,None
HSP90AA1,HSP90AA1 [cytosol],True,EntityWithAccessionedSequence,HSP90AA1
R-HSA-419630,Active LIMK1 [cytosol],False,Complex,None
CFL1,CFL1 [cytosol],True,EntityWithAccessionedSequence,CFL1
R-HSA-399878,pCofilin: Active LIMK-1 [cytosol],False,Complex,None
R-HSA-507919,p-STAT5 dimer [cytosol],False,Complex,None
R-HSA-507943,"IL2:IL2R trimer p-(Y338,Y392, Y510) beta subunit:p-JAK1:JAK3:p-STAT5 [plasma membrane]",False,Complex,None
R-HSA-452107,"IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3:STAT5 [plasma membrane]",False,Complex,None
R-HSA-8982988,"IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B [plasma membrane]",False,Complex,None
R-HSA-1295546,IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3 [plasma membrane],False,Complex,None
R-HSA-9025978,"IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:STAT5A,STAT5B [plasma membrane]",False,Complex,None
R-HSA-9025934,IL7:IL7R:JAK1:IL2RG:p-JAK3 [plasma membrane],False,Complex,None
R-HSA-449967,IL7:IL7R:JAK1:IL2RG:JAK3 [plasma membrane],False,Complex,None
R-HSA-449983,IL7:IL7R:JAK1 [plasma membrane],False,Complex,None
IL7,IL7 [extracellular region],True,EntityWithAccessionedSequence,IL7
R-HSA-1264843,IL7R:JAK1 [plasma membrane],False,Complex,None
IL7R,IL7R [plasma membrane],True,EntityWithAccessionedSequence,IL7R
R-HSA-913409,"High affinity IL-5 receptor complex dimer, activated JAK2:p-STAT5 [plasma membrane]",False,Complex,None
R-HSA-913379,"High affinity GM-CSF receptor complex dimer, activated JAK2 [plasma membrane]",False,Complex,None
R-HSA-913457,"High affinity IL-5 receptor complex dimer, p-JAK2 [plasma membrane]",False,Complex,None
R-HSA-893534,"IL3:IL3R active complex, p-Y1007-JAK2 [plasma membrane]",False,Complex,None
R-HSA-912305,"IL3:IL3R active complex, activated JAK2:p-STAT5 [plasma membrane]",False,Complex,None
R-HSA-913365,"High affinity GM-CSF receptor complex dimer, activated JAK2:p-STAT5 [plasma membrane]",False,Complex,None
R-HSA-913386,"High affinity GM-CSF receptor complex dimer, activated JAK2:STAT5 [plasma membrane]",False,Complex,None
R-HSA-913407,"High affinity IL-5 receptor complex dimer, activated JAK2:STAT5 [plasma membrane]",False,Complex,None
R-HSA-912301,"IL3:IL3R active complex, activated JAK2:STAT5 [plasma membrane]",False,Complex,None
R-HSA-508449,IL2:IL2R trimer:p-JAK1:JAK3:SYK [plasma membrane],False,Complex,None
R-HSA-508512,JAK3:PYK2 [cytosol],False,Complex,None
R-HSA-508510,JAK3:p-PYK2 [cytosol],False,Complex,None
PTK2B,PTK2B [cytosol],True,EntityWithAccessionedSequence,PTK2B
R-HSA-508012,p-STAT5 dimer [nucleoplasm],False,Complex,None
R-ALL-9678829,baricitinib [cytosol],False,ChemicalDrug,None
R-HSA-9678869,JAK3:JAK3 inhibitors [cytosol],False,Complex,None
R-ALL-9678779,tofacitinib [cytosol],False,ChemicalDrug,None
R-ALL-9678901,ibrutinib [cytosol],False,ChemicalDrug,None
R-ALL-9678960,acalabrutinib [cytosol],False,ChemicalDrug,None
R-ALL-9678786,ruxolitinib [cytosol],False,ChemicalDrug,None
R-HSA-508438,IL2:IL2R trimer:p-JAK1:JAK3:p-SYK [plasma membrane],False,Complex,None
R-HSA-8983336,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:SOS [plasma membrane],False,Complex,None
SOS2,SOS2 [cytosol],True,EntityWithAccessionedSequence,SOS2
R-HSA-8983330,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2 [plasma membrane],False,Complex,None
R-HSA-8983306,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 [plasma membrane],False,Complex,None
R-HSA-8983310,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:SHC1 [plasma membrane],False,Complex,None
R-HSA-9009701,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3 [plasma membrane],False,Complex,None
R-HSA-8983138,IL15:IL15RA:IL2RB:p-Y-JAK1:IL2RG:p-JAK3 [plasma membrane],False,Complex,None
R-HSA-449120,IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3 [plasma membrane],False,Complex,None
R-HSA-8983124,IL15:IL15RA [plasma membrane],False,Complex,None
IL15,IL15 [extracellular region],True,EntityWithAccessionedSequence,IL15
IL15RA,IL15RA [plasma membrane],True,EntityWithAccessionedSequence,IL15RA
R-HSA-8983180,"p-Y-STAT3:p-STAT5A,p-STAT5B [cytosol]",False,Complex,None
R-HSA-8983137,"IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-STAT3,p-STAT5,(p-Y-STAT3:p-STAT5) [plasma membrane]",False,Complex,None
R-HSA-8983118,"IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:STAT3,STAT5,(STAT3:STAT5) [plasma membrane]",False,Complex,None
R-HSA-9007112,"STAT3:STAT5A,STAT5B [cytosol]",False,Complex,None
R-HSA-8983197,"p-Y-STAT3:p-STAT5A,p-STAT5B [nucleoplasm]",False,Complex,None
R-HSA-8983327,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:GAB2 [plasma membrane],False,Complex,None
R-HSA-8983333,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1:GRB2:p-Y-GAB2 [plasma membrane],False,Complex,None
R-HSA-8983134,IL15:IL2RB:JAK1:IL2RG:JAK3 [plasma membrane],False,Complex,None
R-HSA-8983337,IL15RA:IL15:IL2RB:JAK1:IL2RG:JAK3 [endosome],False,Complex,None
R-HSA-442641,RAC1:GTP [plasma membrane],False,Complex,None
R-HSA-389332,"p-Y142,160,174-VAV1:PIP3:CD28:GRB2 [plasma membrane]",False,Complex,None
R-HSA-389334,VAV1:PIP3:CD28:GRB2 [plasma membrane],False,Complex,None
R-HSA-388786,CD28:Grb2 [plasma membrane],False,Complex,None
R-HSA-182921,CDC42:GTP [plasma membrane],False,Complex,None
R-HSA-418830,CDC42:GDP [cytosol],False,Complex,None
R-HSA-2029159,"RAC1:GTP,CDC42:GTP:PAK1 [plasma membrane]",False,Complex,None
NF2,NF2 [plasma membrane],True,EntityWithAccessionedSequence,NF2
R-ALL-429802,PC [plasma membrane],False,SimpleEntity,None
R-ALL-264618,Cho [cytosol],False,SimpleEntity,None
R-ALL-1602448,PA [plasma membrane],False,SimpleEntity,None
R-ALL-140356,ARA [endoplasmic reticulum lumen],False,SimpleEntity,None
R-ALL-428981,LPC [endoplasmic reticulum membrane],False,SimpleEntity,None
R-ALL-426925,PC [endoplasmic reticulum membrane],False,SimpleEntity,None
R-HSA-2029154,WAVE Regulatory Complex [cytosol],False,Complex,None
R-HSA-2029147,WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane],False,Complex,None
BAIAP2,BAIAP2 [cytosol],True,EntityWithAccessionedSequence,BAIAP2
R-HSA-2029141,"CRK:DOCK180:ELMO1,ELMO2 [cytosol]",False,Complex,None
R-HSA-2029130,CRKII:DOCK180:ELMO complex recruited to phagocytic cup [plasma membrane],False,Complex,None
R-HSA-2130182,p-Y-WRC:IRSp53/58:RAC1:GTP:PIP3 [plasma membrane],False,Complex,None
R-HSA-2029148,"p-Y,S,T-WRC:IRSp53/58:RAC1:GTP:PIP3 [cytosol]",False,Complex,None
R-HSA-201877,F-actin [cytosol],False,Polymer,None
R-HSA-2029140,Mother filament:branching complex [cytosol],False,Complex,None
R-HSA-442565,"WAVE2, WASP, N-WASP:ARP2/3 complex:G-actin [cytosol]",False,Complex,None
R-HSA-2197680,CDC42:GTP:p-Y-WASP/p-Y-WASL:WIP:SH3 proteins [plasma membrane],False,Complex,None
R-HSA-1861670,ARP2/3 complex (ATP bound) [cytosol],False,Complex,None
R-HSA-201857,G-actin [cytosol],False,Complex,None
R-HSA-430188,p-SLP-76:NCK1 [cytosol],False,Complex,None
R-HSA-430186,p-SLP-76:NCK1:WASP [cytosol],False,Complex,None
WAS,WAS [cytosol],True,EntityWithAccessionedSequence,WAS
R-HSA-2197683,CDC42:GTP:WASP/N-WASP:WIP:SH3 proteins [plasma membrane],False,Complex,None
WIPF3,WIPF3 [cytosol],True,EntityWithAccessionedSequence,WIPF3
WIPF2,WIPF2 [cytosol],True,EntityWithAccessionedSequence,WIPF2
WIPF1,WIPF1 [cytosol],True,EntityWithAccessionedSequence,WIPF1
NCKIPSD,NCKIPSD [cytosol],True,EntityWithAccessionedSequence,NCKIPSD
R-HSA-442584,CDC42:GTP:WASP/N-WASP [plasma membrane],False,Complex,None
WASL,N-WASP [cytosol],True,EntityWithAccessionedSequence,WASL
R-HSA-2197686,Mother filament:ARP2/3:actin:ADP [cytosol],False,Complex,None
R-HSA-1861699,Mother filament:branching complex:daughter filament [cytosol],False,Complex,None
R-HSA-5674631,RAC1:GDP [plasma membrane],False,Complex,None
R-HSA-1861625,Actin filament bound Myosin-X [plasma membrane],False,Complex,None
R-HSA-1861665,Myosin-X dimer [cytosol],False,Complex,None
R-HSA-2029133,clustered IgG-Ag:p-FCGRs:p-6Y-SYK:VAV [plasma membrane],False,Complex,None
R-HSA-2029131,clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV [plasma membrane],False,Complex,None
R-HSA-2029139,Myosin-Actin filaments [cytosol],False,Complex,None
R-HSA-2029151,clustered IgG-Ag:p-FCGRs [phagocytic cup],False,Complex,None
MYH2,MYH2 [cytosol],True,EntityWithAccessionedSequence,MYH2
MYO1C,MYO1C [cytosol],True,EntityWithAccessionedSequence,MYO1C
MYO9B,MYO9B [cytosol],True,EntityWithAccessionedSequence,MYO9B
MYO5A,MYO5A [cytosol],True,EntityWithAccessionedSequence,MYO5A
MYH9,MYH9 [cytosol],True,EntityWithAccessionedSequence,MYH9
R-ALL-202124,NO [cytosol],False,SimpleEntity,None
R-ALL-1222481,Peroxynitrite [cytosol],False,SimpleEntity,None
R-ALL-1222424,O2.- [cytosol],False,SimpleEntity,None
R-ALL-29468,L-Arg [cytosol],False,SimpleEntity,None
R-ALL-29366,NADP+ [cytosol],False,SimpleEntity,None
R-ALL-29968,L-Cit [cytosol],False,SimpleEntity,None
