input,output,reaction,name,schemaClass,module
FCAR,FCAR,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ANO6,ANO6,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CEACAM1,CEACAM1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CLEC4C,CLEC4C,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
PLD1,PLD1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD177,CD177,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CLEC12A,CLEC12A,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
LAMTOR3,LAMTOR3,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ATP6AP2,ATP6AP2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SERPINB6,SERPINB6,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ADAM10,ADAM10,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
FPR2,FPR2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
RAP2C,RAP2C,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CYBA,CYBA,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CLEC4D,CLEC4D,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD59,CD59,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ADAM8,ADAM8,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CYBB,CYBB,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
OLR1,OLR1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
LILRB2,LILRB2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SNAP25,SNAP25,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
GAA,GAA,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SNAP23,SNAP23,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CLEC5A,CLEC5A,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD93,CD93,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
KCNAB2,KCNAB2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
STOM,STOM,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
MCEMP1,MCEMP1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
PLAU,PLAU,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
STBD1,STBD1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
DYNLL1,DYNLL1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
LILRA3,LILRA3,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ITGAM,ITGAM,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SLC11A1,SLC11A1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
UBR4,UBR4,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ATP6V0C,ATP6V0C,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SIRPA,SIRPA,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
TRPM2,TRPM2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
LAMTOR2,LAMTOR2,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD300A,CD300A,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CHRNB4,CHRNB4,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ITGAX,ITGAX,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
FRMPD3,FRMPD3,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
COPB1,COPB1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SIGLEC14,SIGLEC14,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
MGAM,MGAM,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
ATP11A,ATP11A,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SIGLEC5,SIGLEC5,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
FCER1G,FCER1G,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SLC2A3,SLC2A3,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
LAIR1,LAIR1,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
PTAFR,PTAFR,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
SVIP,SVIP,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
TMEM63A,TMEM63A,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
HGSNAT,HGSNAT,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD33,CD33,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
CD53,CD53,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
NRAS,NRAS,R-HSA-6798747,Exocytosis of tertiary granule membrane proteins,Reaction,Immune System
PTPRN2,PTPRN2,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
TBC1D10C,TBC1D10C,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
AP2A2,AP2A2,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
ATP6V0A1,ATP6V0A1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DSG1,DSG1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DYNC1LI1,DYNC1LI1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DSC1,DSC1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
FPR1,FPR1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
VPS35L,VPS35L,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DIAPH1,DIAPH1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
LAMTOR1,LAMTOR1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
LGALS3,LGALS3,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
RHOA,RHOA,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
PKP1,PKP1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
CD55,CD55,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DSP,DSP,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
ADGRE3,ADGRE3,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
TCIRG1,TCIRG1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
ATAD3B,ATAD3B,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
NCKAP1L,NCKAP1L,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
LAMP1,LAMP1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
RAC1,RAC1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
ENPP4,ENPP4,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
TMEM179B,TMEM179B,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
PRCP,PRCP,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
LAMP2,LAMP2,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
ARL8A,ARL8A,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
CD58,CD58,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
CR1,CR1,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
SERPINB12,SERPINB12,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
DOK3,DOK3,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
SERPINB10,SERPINB10,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
NFASC,NFASC,R-HSA-6800426,Exocytosis of ficolin-rich granule membrane proteins,Reaction,Immune System
CTSZ,CTSZ,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
LRG1,LRG1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
PDXK,PDXK,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
KPNB1,KPNB1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ORM1,ORM1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CRISP3,CRISP3,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
OLFM4,OLFM4,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CHI3L1,CHI3L1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
NIT2,NIT2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ARMC8,ARMC8,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ELANE,ELANE,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
TOLLIP,TOLLIP,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
QSOX1,QSOX1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
BPI,BPI,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
TCN1,TCN1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ARG1,ARG1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
LCN2,LCN2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
OSCAR,OSCAR,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
RETN,RETN,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ILF2,ILF2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
AOC1,AOC1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
RAB27A,RAB27A,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ACAA1,ACAA1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CTSD,CTSD,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
DOCK2,DOCK2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
NFKB1,NFKB1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
PRG3,PRG3,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
DNASE1L1,DNASE1L1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CRACR2A,CRACR2A,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ERP44,ERP44,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
FOLR3,FOLR3,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
VCL,VCL,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
ORM2,ORM2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CANT1,CANT1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CYFIP1,CYFIP1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CEP290,CEP290,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CFP,CFP,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
MMP8,MMP8,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
JUP,JUP,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
SPTAN1,SPTAN1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CNN2,CNN2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CHIT1,CHIT1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
QPCT,QPCT,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
GSDMD,GSDMD,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
HP,HP,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
PTX3,PTX3,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
NEU1,NEU1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
GHDC,GHDC,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
HPSE,HPSE,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
LYZ,LYZ,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
B2M,B2M,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
LRRC7,LRRC7,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
PGLYRP1,PGLYRP1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
LTF,LTF,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
FRK,FRK,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
TIMP2,TIMP2,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CXCL1,CXCL1,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
SLPI,SLPI,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
GGH,GGH,R-HSA-6798749,Exocytosis of specific granule lumen proteins,Reaction,Immune System
CTSS,CTSS,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
ASAH1,ASAH1,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
TNFAIP6,TNFAIP6,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
FTH1,FTH1,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
PGM1,PGM1,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
CDA,CDA,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
DBNL,DBNL,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
LTA4H,LTA4H,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
CSTB,CSTB,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
ALDOC,ALDOC,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
CTSH,CTSH,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
ALDOA,ALDOA,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
CST3,CST3,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
YPEL5,YPEL5,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
GOLGA7,GOLGA7,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
IDH1,IDH1,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
METTL7A,METTL7A,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
MMP9,MMP9,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
PRSS3,PRSS3,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
HBB,HBB,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
FLG2,FLG2,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
PPBP,PPBP,R-HSA-6798745,Exocytosis of tertiary granule lumen proteins,Reaction,Immune System
ANPEP,ANPEP,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
MME,MME,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
FCGR3B,FCGR3B,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
PTPRC,PTPRC,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
SELL,SELL,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB31,RAB31,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
STING1,STING1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
C5AR1,C5AR1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
HVCN1,HVCN1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB10,RAB10,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
FCGR2A,FCGR2A,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
DNAJC13,DNAJC13,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB5B,RAB5B,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RHOG,RHOG,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
TICAM2,TICAM2,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
ADGRE5,ADGRE5,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB6A,RAB6A,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB7A,RAB7A,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB3A,RAB3A,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
CD14,CD14,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
ORMDL3,ORMDL3,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RHOF,RHOF,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB24,RAB24,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB4B,RAB4B,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
ALDH3B1,ALDH3B1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
P2RX1,P2RX1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
ABCA13,ABCA13,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
IGF2R,IGF2R,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
B4GALT1,B4GALT1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB18,RAB18,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
IQGAP1,IQGAP1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
SIRPB1,SIRPB1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
TYROBP,TYROBP,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
LILRB3,LILRB3,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
SIGLEC9,SIGLEC9,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
RAB9B,RAB9B,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
CXCR2,CXCR2,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
CXCR1,CXCR1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
FABP5,FABP5,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
IQGAP2,IQGAP2,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
PECAM1,PECAM1,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
TLR2,TLR2,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
CD44,CD44,R-HSA-6798743,Exocytosis of secretory granule membrane proteins,Reaction,Immune System
BIN2,BIN2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CTSB,CTSB,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
XRCC6,XRCC6,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
APAF1,APAF1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CSNK2B,CSNK2B,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CALML5,CALML5,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMB1,PSMB1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ATG7,ATG7,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMA5,PSMA5,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PRG2,PRG2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
IMPDH2,IMPDH2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CAPN1,CAPN1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PFKL,PFKL,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CAB39,CAB39,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ACLY,ACLY,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ACTR10,ACTR10,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
MMTAG2,MMTAG2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
A1BG,A1BG,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
AMPD3,AMPD3,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ARPC5,ARPC5,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PLEKHO2,PLEKHO2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
APEH,APEH,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ACTR1B,ACTR1B,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CDK13,CDK13,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
COMMD3,COMMD3,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CCT8,CCT8,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PPIE,PPIE,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ALAD,ALAD,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CAND1,CAND1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ARSB,ARSB,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CRISPLD2,CRISPLD2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
COTL1,COTL1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PKM,PKM,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PPIA,PPIA,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
COMMD9,COMMD9,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD3,PSMD3,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD13,PSMD13,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
IMPDH1,IMPDH1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD7,PSMD7,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
MNDA,MNDA,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD6,PSMD6,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
GSN,GSN,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
GYG1,GYG1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
HUWE1,HUWE1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
HSP90AA1,HSP90AA1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD2,PSMD2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMD11,PSMD11,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
CFD,CFD,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
SRP14,SRP14,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
ACTR2,ACTR2,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
VCP,VCP,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
KRT1,KRT1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
PSMC3,PSMC3,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
SERPINA1,SERPINA1,R-HSA-6800434,Exocytosis of ficolin-rich granule lumen proteins,Reaction,Immune System
